,Product ID,Category,Price,Date of Purchase,Customer ID,Location,Payment Method
18,e27bc206-5d2f-4c13-951f-1f8d51812b92,Books,181.32,2021-11-08,de7f4533-3a91-4793-a86b-d554307bade6,Williamfurt,Credit Card
19,38504574-5bde-4cb7-89bd-4e5a8fd10d05,Clothing,134.71,2024-12-08,e5625b35-ffcb-4994-8e48-b7f6840d0419,New Alexandermouth,PayPal
20,ae822c20-3f95-45c5-b0ad-cfb196d11a82,Clothing,367.28,2020-01-13,f68b88c8-e02a-4187-919a-7acdee09c70c,Warrenland,Cash
21,d60288b5-de5f-4927-87fd-89b57eb658a4,Electronics,231.22,2020-04-14,46eb0112-04ff-4b38-9ceb-d1855e695fef,New Haleymouth,Bank Transfer
22,031a1ce6-cb0b-46ff-8755-0bd697518398,Home,118.02,2024-08-28,b43fafe1-6b56-4b3c-9708-502443d8a17b,South Natasha,PayPal
23,f63bf5a4-3243-4538-989e-3ec4883a33e8,Books,402.72,2022-12-30,2369287e-0b13-46e2-9ffe-f4555c2ed2b4,East Shannon,Cash
24,a2c05727-1249-4b78-af49-97a6287e26f6,Toys,27.3,2023-01-01,66600343-51ca-47fa-97f4-3c89be85896b,Thomasfort,Credit Card
25,a5025f77-593b-442c-a8ae-51cfef3d099c,Clothing,62.94,2020-12-26,7ef0e567-76c4-479a-a5f6-c87fe9dece7c,Port Amber,Cash
26,16cf8b78-ae2f-42b9-9bd2-7ca4c1e382dd,Home,124.48,2022-09-21,6d2b419f-73ad-439d-a799-5a9cd8b46b29,East Alexandra,Credit Card
27,f54d2fb8-a04e-4326-b980-3db36c272365,Clothing,152.16,2022-10-18,e631e0a8-06d5-4690-9d82-04055e55a636,South Sarahaven,PayPal
28,38d7985a-3eb4-4cd4-b6a0-cbcdf6102b7b,Toys,28.11,2025-04-14,d24b4d10-e60b-4e5c-9c74-3542f3a3face,Carpentershire,Bank Transfer
29,939129c1-2aff-443c-9345-76f93a9124a8,Home,187.55,2025-02-07,336c471d-18fc-44c2-93dd-184c67de7941,Schneiderburgh,PayPal
30,7fef3a33-973e-4292-8f4e-1d0d28684c66,Electronics,418.94,2022-07-01,851091b4-bf5d-4868-b703-56e1a7d8d6cc,Andrewside,Bank Transfer
31,97553664-2e6a-44e3-a5ee-8f1c81699189,Clothing,273.77,2022-06-27,44e90fb6-81bb-47ec-86c6-6bf70a80d0b1,Port Nicoleview,Credit Card
32,87afeb4f-9616-45a1-be0a-73dcf4dbc051,Clothing,138.0,2024-06-08,1148e57a-c4c8-4d69-a706-202bef311de7,South Gregorymouth,Cash
33,cd9e8f23-45de-45c5-8f85-f185da9d8fdc,Electronics,312.92,2024-11-03,a1661be7-9eef-4d2f-a7f8-9dee7684372a,Lake Douglaston,Cash
34,ea4b4e4e-afb3-40f6-bb7c-c5a59b2fd940,Clothing,485.89,2025-04-18,56a9d85a-1751-4f59-b1b6-cf98bd76c47f,Lake Lauren,Credit Card
35,c1274ce2-2fb3-4bf3-84fd-18e6566c5a51,Books,230.97,2024-03-05,a6d5c924-280e-4f30-9678-4d330c6c5d36,Chelseyton,Cash
36,88446f0e-5377-443c-9569-7495af5c1f30,Books,462.36,2024-04-12,533d8199-ba5e-486b-a2b7-59875b7ea05c,Vickimouth,Cash
37,68f8a32e-59db-4c80-906f-1da5760ea2cd,Home,94.7,2020-04-04,fb943032-0642-4b8f-ab54-1efd7aa2a95f,North Ronaldburgh,PayPal
38,079a4c0a-7a3c-4f86-8676-67e548b0c25d,Home,174.35,2024-11-15,2dce357b-76f6-4abc-a473-f80bd3294c21,Dawsonchester,Credit Card
39,32ca051d-cc40-4fdb-a28c-eb4fd545c9f3,Clothing,172.84,2024-03-13,bbc0f699-fbc5-4167-872e-a79e6c0ded74,East Sheilaberg,Credit Card
40,28512475-2b97-4203-8ede-854c141ceb2b,Electronics,34.82,2025-04-21,1e264bc3-56d5-4d22-934c-46a96a791701,Michaelton,Cash
41,08bb8215-e05d-49b1-8165-b488fc3eb27c,Electronics,278.15,2020-11-18,5f6d8756-aff6-4faa-885b-05c9aa4106f2,Shawmouth,Bank Transfer
42,be021c88-71cb-4784-8f34-a6ff0d64ce8c,Home,87.76,2024-04-24,722473db-3fec-4d11-8bc0-87fa93ac18bd,North Rachel,Bank Transfer
43,b402760d-62aa-4871-aa9a-09bc3fb4648f,Home,356.01,2022-08-24,fc09abf1-8492-4e20-87f2-caec57dfae38,Lake Dianastad,PayPal
44,adc5179d-14c3-4100-8ffe-8feae920cdd6,Books,496.73,2022-12-21,7ea86adc-d790-4739-9e5f-a44ebd5b57ea,Antonioport,Credit Card
45,6e5669a1-a4db-4ca8-943d-0fff5a89a4ce,Home,57.14,2022-12-19,bc16e414-b871-464d-ad14-31b18f1e94fd,Port Patricia,Cash
46,615d6bbb-a1ab-4be3-916c-ad74002bbe2e,Home,494.41,2024-03-27,a1bcd125-4ebc-46a9-b989-62b124be2097,South Davidfurt,Bank Transfer
47,31ac18df-9e4d-436c-a476-abfe59c9a4d0,Electronics,305.59,2023-06-11,4cf81e9c-0e99-4ea6-bd0e-233582c6af8a,South Jefferyhaven,PayPal
48,aeea8710-541d-4429-9427-1021db32c3cc,Electronics,161.63,2024-11-26,237add10-907e-4679-ab07-9645d38fa8c4,Larryborough,PayPal
49,343cae4c-8cf1-4e22-87ae-abf5c3d7faeb,Clothing,116.17,2024-07-12,c1728fc0-68f1-4603-afe8-572bc080ca38,South Michaelton,Credit Card
50,74b125e8-0b3d-4b61-b709-14de15ffe250,Home,480.73,2023-11-03,53fea265-9a18-476a-8d54-5243bf1cecfd,Frederickchester,Credit Card
51,f3e7cdb9-db64-4990-9a67-2a0b4786bd6f,Books,314.32,2021-05-22,3a529156-4f0d-4939-96bd-bf8e9013e491,Duranfort,PayPal
52,66ed2e37-0931-43fd-9f66-b55dfc55414f,Toys,70.32,2022-06-15,6cebb915-fd9a-4492-b4d4-fe07c574f86e,South Austin,Bank Transfer
53,7544a29a-d9ea-41b9-a9d3-5c94c19ae262,Books,190.89,2022-10-26,2b53a2f4-4b14-4e5d-bf2e-bda37768f236,Lawsonport,Cash
54,cc6f2f00-76ba-406f-8051-4dc9d64fe79b,Home,114.31,2022-08-29,69bf5722-f7a9-452e-9db6-a5b36f9b6a86,Amyville,PayPal
55,4dddaca1-2c8d-4e59-a860-4c66bdb6fed0,Clothing,124.69,2023-02-23,9b7fa474-f52d-446f-9eb6-5ddd157b8d08,Justinchester,Cash
56,ac604075-8683-4e78-a773-0a507943cc9a,Home,295.23,2020-04-25,5968e53d-d13d-4c48-8be9-cc13bad65ade,Lake Thomasfurt,Bank Transfer
57,25d34f5c-f743-4713-bdc1-467f15b3ff61,Toys,101.4,2020-10-29,b5214879-8411-4e37-a184-6da65e3d8dee,East Williamville,Credit Card
58,bf9029ba-3ce2-45d2-a141-c7be9e6186d6,Books,311.55,2020-12-13,63940104-dae7-4c64-83c8-d3dfa2a0abdd,East Kellyfurt,Cash
59,96369fbc-3e46-4763-b259-aa0cd6bf042c,Electronics,163.88,2021-06-29,aae6158c-c261-4256-8c05-b216f22c3d0f,Robinsontown,Credit Card
60,70d5af80-99e1-4074-aa76-dbdca12cda5e,Home,412.06,2024-07-31,bd923baf-4776-4532-a091-a45a8c86e31b,East Frankland,PayPal
61,cee47107-e048-4ca9-9f09-90cab76da2eb,Toys,276.17,2024-08-29,f9a322a3-dadc-4597-bf1c-c122f2ca8a39,Lake Christopherbury,Bank Transfer
62,94dc5e84-0a30-444e-b6ae-c647747f8eb5,Clothing,243.36,2022-09-18,a8a9c40f-a44c-498a-a82f-4242a5904047,East Mia,Cash
63,36c72b48-ab2e-4561-9eec-7e96a4e116e0,Toys,461.13,2021-12-03,4b7b4543-d012-42ca-8c1d-4b8e0501bd7a,Port Christopherfurt,PayPal
64,126a6545-dde1-4b36-973a-3de6081f79dc,Books,273.98,2024-05-16,33b205ea-ce2d-40e6-899c-e1ae383231e8,East Julietown,Cash
65,1c78310d-3022-4d3f-a1be-c470cdefa36f,Books,98.78,2023-09-11,d07a267d-5f3f-4584-b02e-9d8ff4dd7afb,Morristown,Cash
66,133f3e6b-196f-41f3-8286-7a1df4de864d,Toys,29.07,2022-01-06,039d7ceb-e32b-4e47-8bd5-1def52393415,Ortizborough,PayPal
67,3fa42297-39a9-419a-95b9-f22fe4cec262,Clothing,358.25,2022-01-02,9f70ed45-e467-44fe-a1c0-c64f84887da5,Port Amyburgh,PayPal
68,588e9aba-8449-465d-968f-7679bb5806b0,Books,406.73,2023-12-13,e32ab9da-3d57-4ddf-9529-2dec7a01f5fc,Lake Ryan,PayPal
69,8373c6fc-8c4d-43d9-9462-ea6ee70ce315,Home,81.52,2025-03-04,bc4530cd-fe73-46d0-8c57-f00c00887de5,Ryanview,PayPal
70,38ce2f9d-8c21-46d8-b6b0-58438cb892f8,Home,219.1,2020-03-31,52f6ec52-8b48-4088-bd3d-04c13a768305,Pattersonland,Cash
71,f0172a5b-13bf-447e-bd93-31b1176fb838,Clothing,443.8,2022-02-17,1e7e01a8-0b87-457b-9df3-9445d95f9805,Travisside,Cash
72,d225242c-5eb0-4d75-8b3d-862707f07efc,Clothing,473.21,2025-02-08,a4f59a1a-49d3-4f08-8007-66b3757f393d,Hestermouth,PayPal
73,f5c5591a-744e-4822-8edc-e8798335f944,Home,483.81,2023-05-04,ba4768a4-480f-4138-9c15-13d1c4b52654,Goldenport,Credit Card
74,140e91a4-347d-47f1-827d-a292b541a256,Electronics,254.23,2020-10-04,0240d49c-3f76-4457-848e-5956272423f3,Lake Victor,PayPal
75,7f862ca0-5555-42a3-98d7-ecab1d983885,Toys,385.5,2022-08-13,99a681a2-ed7c-44d1-9fe9-b1690ff2c9d5,Ashleyhaven,Credit Card
76,d857d53e-2ead-47e4-8085-5dd44014eb5e,Electronics,85.58,2023-07-13,f1e99962-8632-45e3-99dd-d23e42f58616,Elizabethmouth,Credit Card
77,ce8ffef0-560b-4b73-87e2-f0a817ef571b,Toys,409.22,2020-09-08,9b2de73b-e36a-4e85-a091-b5a9427712a8,Shellyshire,Bank Transfer
78,dcabc0a9-409b-48c5-a534-d89023f0f298,Toys,445.98,2021-07-31,dbc0cd28-52c3-4aa1-9432-f24e84a42be0,New Michael,PayPal
79,b85addd2-3cdc-41ac-8e9d-9c28f26a7fbd,Home,63.61,2023-02-17,8fb03512-69a5-4ee1-9fb5-6b048dfab6c4,West Jennifer,Credit Card
80,048fe5aa-3656-464c-8607-ecb9e897cadc,Home,401.67,2023-01-03,beaf5618-e6ce-4f06-a917-bc0169f93f85,East Stevefort,PayPal
81,d702b81a-86b9-473d-a39f-809e4a44c795,Toys,231.2,2022-08-11,5fa54e35-a0c8-40b4-a8a7-69ff8879d61b,South Ericfort,Credit Card
82,48b8b7d1-86e5-420a-838d-ef9408303882,Electronics,385.2,2023-02-06,6298e600-edde-4389-bc01-272300fd4ee9,New Adam,Credit Card
83,e6c5e39f-94d1-41d5-ab04-26d4aa4efe9d,Electronics,110.74,2024-02-18,fe8fa0b8-234d-4984-bebd-0fd2e283ce11,Guzmanshire,Bank Transfer
84,5f1cf6b7-712c-4618-84e6-6f0b6969434f,Electronics,259.1,2021-11-20,2f55de7f-2dbc-49e8-b2de-8bc675a2be41,Port Aaron,PayPal
85,59415411-a847-409e-8adf-67e3bc26c887,Home,179.05,2024-01-12,be97c930-0a80-4227-9ae7-a585c01343f8,Port Zachary,Cash
86,418169b9-7118-466d-a090-33589c365e52,Toys,199.13,2022-05-16,f427ad08-2f1b-4bf9-ac0e-bd668b9462cc,Lake Gilbertview,PayPal
87,70d82bb4-7a10-41ce-abc2-a2a4dabe8b5f,Home,89.43,2021-08-23,ecb52943-6274-4b03-a4f6-41cbf946bd5c,Roseside,Bank Transfer
88,24ed3b29-7c4f-4af2-aaea-56f9b05a788f,Clothing,277.91,2024-01-29,138c15e6-5884-49ec-9d9d-22c4b59bce6a,Andrewmouth,Cash
89,e8a54698-f354-436b-8bf1-7980d7ab5805,Electronics,90.89,2024-07-15,922d0443-ec84-4284-be2c-0d664762de6e,North Dustinmouth,Cash
90,a375617f-c19a-484a-b981-1aa71891bb83,Electronics,355.18,2020-11-14,4af4a4db-d4ab-4dfa-a338-a5b6d232d09f,Matthewborough,Bank Transfer
91,1936ca9b-b240-49c1-8a1c-45ff9855cd01,Clothing,115.82,2020-01-05,dfccfdeb-cea5-4017-a6f5-be7adda1d07e,Wilsonshire,Bank Transfer
92,d302a677-2627-432b-9222-53ceb258267b,Clothing,460.17,2023-07-19,f44f1e87-bdc2-4d92-8b27-e01c4ff4babf,North Christina,PayPal
93,2c88c410-616d-4674-910a-7e1257c82a02,Electronics,393.68,2023-11-10,59308655-1cfa-4dc5-81b2-f11f6b270117,East Seanport,Cash
94,d0dd23c2-0298-42e7-9b4e-8e0d3bd3edcb,Home,95.75,2022-08-27,a20c4cbc-ebcc-4714-8fc1-768805c55021,East Jason,Cash
95,f683c978-05df-406a-82d6-4398ea1e4204,Electronics,324.03,2020-07-21,a0efdfd5-7130-4111-b745-3057215183dc,Coreyland,Credit Card
96,66faa8a7-aced-435f-9e74-faad533b24a9,Books,306.84,2024-12-18,df17cee4-7d82-4c1f-90f2-87c6a3cf145e,West Pamelaville,Cash
97,8fcdd2b2-6b66-46ca-8624-03d423b7381a,Home,409.69,2022-12-13,bb95229a-ca80-45b0-bcc3-df412fa6574c,West Gina,Credit Card
98,68dda51d-7b38-4ce4-912c-7c06c4d393ca,Books,199.81,2020-07-17,a7b53ddc-aa85-4396-9462-276b52d7c85f,Staceytown,Cash
99,189ac48c-b5c4-476e-93de-712d6296c55b,Clothing,415.11,2022-09-01,12e8b79f-151e-4fc5-8bf1-56aa02567ccd,South Wayne,Cash
100,254109d6-1c11-4d5f-9412-252c798b5059,Home,237.31,2023-12-02,0ef76398-a83e-4807-b7ee-97d99805c698,East Carriebury,Cash
101,cb3cc880-7091-4a3f-88a0-4bc06284a6b2,Electronics,167.29,2025-04-01,662cae2f-b304-464c-97f0-4e9a9f44be5d,East Charles,Cash
102,d7c1c0d7-852a-454d-bd22-eaa7f93e92ea,Books,360.17,2023-11-03,18f4358b-80be-42fb-9fe0-2000060f5822,Schwartzview,Cash
103,e713fe71-f461-4ff2-a1a7-9500977d5de7,Home,364.12,2022-08-06,6b4e40f9-a5e7-45c4-819a-51c5abd9da4f,Jameschester,PayPal
104,92e02695-761b-43b8-a50b-58520c22eeaa,Electronics,334.87,2023-09-09,cc705510-02ea-4f2b-9074-93d9dc591302,Port Jonathanshire,PayPal
105,821ab535-8b9c-43c2-828c-0aadec643ae9,Toys,486.72,2024-03-11,3ec12c49-5cf7-4891-920c-c8c8890e8364,South Brianton,Cash
106,dfcbce70-1f7e-4324-b486-67b0ac29079d,Home,397.33,2024-05-16,07174a9f-8a5e-42b6-9c1b-2043fa88d8c4,Foxfort,Bank Transfer
107,66ed6125-8f7b-4f03-a5a2-33661cca7417,Electronics,75.66,2022-11-17,b62f10a5-a244-49c0-bfcc-2593ea10ee4d,Fischerhaven,Bank Transfer
108,fc2115cb-e9a4-489b-8c46-5d4da566edf9,Home,82.2,2023-11-20,62093d21-4d39-4e2c-b44e-06dee6160438,Johnstonfurt,PayPal
109,65b17586-a280-4bdf-9a9a-7da9e22c98fc,Electronics,18.57,2024-01-08,2771e59f-2b83-47b3-99d4-3ee83d9ad5d1,New Richardmouth,Bank Transfer
110,7c4492b1-f119-4336-a918-9ab9c0e1771b,Books,318.06,2021-12-18,246b993b-668b-4dda-acef-87f3e430ff3f,North Robinshire,Credit Card
111,87d531b0-6b56-4a0d-a3eb-5472980d410f,Books,249.82,2023-09-05,085da10f-50ca-430a-9b1e-6ce214c0c6e6,Beanton,PayPal
112,004c07a3-97bc-4366-95da-1d6e1e2d5523,Toys,159.11,2023-07-08,a63ab5ee-7205-4dae-9aef-a8597d24c7ba,West Melanie,Cash
113,fa99011a-cd22-4a71-aa9f-fa40181120ef,Toys,461.42,2024-08-22,14997b9a-ac81-44ff-a647-3112fc20adf4,Kimberlyshire,Bank Transfer
114,7ac82fdd-b4f0-4dd9-8492-5cef195b4a57,Books,193.97,2022-03-12,0be2d32d-b6b8-4f37-bffe-aaebe0ef0652,Reyeschester,Bank Transfer
115,8146320b-fed1-41a9-8fbc-1c7cfba96543,Books,317.77,2021-06-25,648f5be5-175d-4789-9ed3-8a9c6ca8eda6,North Shannon,PayPal
116,1af3a815-1514-41de-8306-44cf39239876,Books,314.14,2020-07-10,6ac69f39-e745-4339-83c2-75d704936671,Hendersonbury,PayPal
117,e5f25026-a019-4508-81d9-e9e9c6890523,Home,104.14,2021-04-22,6090a0cb-8223-4c9f-8b38-45f5acdc1ca8,North Robert,Credit Card
118,5f41c7b6-ff05-45cb-b486-34a127f560fd,Electronics,366.07,2024-04-12,962a7624-ed3f-489f-9101-eadc009c25ee,South Ashley,Cash
119,66f870fa-60ab-40d6-b079-6b97394be416,Electronics,270.53,2023-08-29,743784c6-61ef-45b0-902b-5e797fa19846,West Kellyhaven,PayPal
120,8995112a-4485-4dab-bf2d-3d1b1e5285cf,Toys,83.09,2024-07-22,7dfc23d0-46cc-451c-9fb0-2d470b2424d8,South Tonya,Cash
121,cd0725f2-902f-4aa2-87bd-139fe235d102,Toys,300.33,2021-08-23,1bd1bb2c-ee72-4d3d-b7cc-3292b216ad9a,Mitchellport,Credit Card
122,95f1fd6f-6aa7-47ca-b31e-5b9bd1fd49f6,Electronics,223.6,2022-02-26,1cbd1173-349d-4f2f-96d3-3e9309fcbdb5,Michaelmouth,Bank Transfer
123,a6c6dcea-7669-40a2-8d49-cd8ebe9b39d5,Books,442.73,2023-03-24,cdf145d8-cdef-4898-8f9e-24c05fb5a675,Port Curtis,PayPal
124,4642073a-4bc8-4099-a336-91d9cd85fc0a,Toys,266.14,2025-02-15,b5ed2f90-60aa-4e14-bb81-f75d1e94a337,Lake Amandaland,Bank Transfer
125,4c2ca191-cdfb-4623-a31c-570f1819d58a,Toys,352.8,2023-10-11,9ecdeb98-8250-40de-99bc-13025a5f8c3d,Josehaven,Bank Transfer
126,92de1e99-5f1d-4681-83cd-b0477fb46b34,Books,466.86,2024-09-17,f39ebb93-0476-43a3-927c-2ee265773944,Doughertychester,Cash
127,ee3b8ca3-e65d-4c92-888e-8e62223e3a41,Clothing,5.05,2020-11-25,eacacc71-0f9b-41f2-99db-218a1cb2bbf8,South Arthur,Credit Card
128,90113665-98ea-4ba7-a420-aea1f36f53ab,Home,129.42,2023-06-15,0823679a-893e-468f-be94-4c6f788e28b3,Jessicaville,Credit Card
129,1061c5ef-a7b7-44dc-94f8-447bfd8a5b05,Books,215.6,2021-05-27,ab0eeba6-5be5-4d29-9bf3-2963ab14328b,Jimmyview,PayPal
130,6c20804c-f703-4afb-9428-b3fc884e8991,Books,248.31,2021-02-14,df3952a6-43da-4641-a8b0-633a5bcdded3,New Chad,Credit Card
131,b90bc2e2-80a5-4de1-9ea4-bd1488582aaa,Electronics,301.14,2022-02-03,e31076c5-bde0-4c08-aa56-2d6f1c5b72f2,North John,PayPal
132,72bb0cb2-e2b8-47f9-a3f8-94871fbb89ea,Home,333.28,2024-06-29,25a99f66-da8e-4d41-9feb-6b5a68a1e6e3,New Christopherside,Credit Card
133,8b50f293-e73d-4a4a-9bb5-8c22d48d6da9,Home,336.91,2020-08-14,4fe090a6-57b9-4589-8f31-cfbb241c3576,Wuburgh,Cash
134,fcf1fcb6-5058-475b-b095-bfaef8916c7a,Books,152.79,2021-05-28,7f80e9bb-dc1e-4b60-98f6-d9efb884e78c,Kimberlyberg,PayPal
135,59f8137a-b6b9-4bdc-be0e-ac72909ace28,Home,220.44,2020-01-21,fbd5a886-9c80-48c2-8ba3-c8362544ce38,North Autumnberg,PayPal
136,f1efbc99-5204-4612-ab4e-eec7f7f00c1a,Electronics,367.01,2024-08-07,a7775298-1b0e-4a7c-8e7a-3dfbe9db547b,East Brandon,Bank Transfer
137,a589c87c-045e-473b-9904-0c515a208bdd,Books,489.98,2020-05-26,0f8650ac-7418-4e4d-8ddb-ad06d6d40844,Ruthhaven,Bank Transfer
138,432b89c1-f2b7-462f-a37b-1fa82abef048,Clothing,339.61,2023-05-26,1aa8e1ef-dd94-4745-abe6-23472f46aedb,Christinefort,PayPal
139,c9fed587-9c0d-4857-ba06-533164ba47c0,Books,110.04,2021-11-26,9e527b4b-d503-4d13-9b12-2686c8de8843,South Jacqueline,Credit Card
140,9bd8ce6f-dc16-4a4f-b8a3-f5a505cb252b,Clothing,355.59,2024-06-25,5bd35573-970f-4bf6-8cde-013089eef259,West Carlos,Bank Transfer
141,758bdab5-9914-4e29-af10-6dcb34737677,Clothing,450.93,2024-06-05,61e8db24-7660-48f9-96d2-9313767b2273,Crawfordport,Bank Transfer
142,ee89e3ee-2e79-421f-855b-2a17f2265610,Home,316.97,2021-06-26,4e215654-f92e-4561-bb9d-b5c7c6e14992,East Joshuaport,Cash
143,27909d9e-1726-428f-b709-c595da6a33bd,Electronics,251.25,2020-12-04,0376a09e-e5fb-4018-8aec-7fe62229100d,Lake Lisa,Bank Transfer
144,a8e240fe-61e8-41cc-9953-3359c83354e3,Electronics,494.04,2025-03-18,ed4e07c0-8646-48e0-95a3-d0c923dbd9ee,West Tony,Credit Card
145,222fa240-1cf2-4456-8bd1-e5738437b110,Toys,140.02,2021-01-28,b92b0456-0722-4e67-8d28-c2495a733391,East Derrick,PayPal
146,815aaab9-03bc-4a85-bd62-724824d23944,Books,173.02,2021-12-31,bc9a4d1b-ed9d-4be0-bd38-d11b79d82206,South Nicholas,Credit Card
147,002994c1-6f05-408a-ad82-03e8f1b50be4,Electronics,62.35,2023-05-06,a130560e-9f14-4e9f-9988-466162e8ddde,Schroederside,PayPal
148,470ddd9e-94af-43ae-b7fb-283dc06a7acf,Books,41.69,2021-03-13,edfa8230-a223-480e-8ab9-aa6d3c5c4769,Fosterland,Bank Transfer
149,ff0b572d-85f3-4225-b413-8fc540f34324,Home,168.57,2024-01-20,77cd4166-749f-4cf4-8bc9-5dafbecf403f,Emilyshire,Credit Card
150,947a1dc0-a3af-48ba-886e-39b894a0db15,Home,71.4,2024-08-19,ec9d070a-4b2a-4265-af2d-f683a7451d88,Dillonchester,Bank Transfer
151,7b942554-cda8-41d9-b2dd-d6fef5980f0f,Home,33.72,2024-03-07,8a8a42d6-840c-4154-9a0b-b8bda15617e0,Ballchester,Bank Transfer
152,45acb64c-c3b5-4a43-875a-44d1504fb39e,Electronics,432.5,2025-01-17,0e36bbbd-7f47-4e14-984f-3711214934df,Jonesside,Credit Card
153,589bd188-db45-4bb5-89ac-c7c1ef073a3e,Electronics,36.24,2022-01-29,9634658b-6d1c-4922-8d9c-6fcdc63f9513,North Joshuaberg,Bank Transfer
154,84352720-f850-4900-bb48-79dfd2cf30ff,Books,219.53,2024-03-28,ffbf002d-3fb5-4a29-b8f8-ac57c80c2859,Danielborough,PayPal
155,d583f32a-d2a4-4393-8b3f-893b2cc522d0,Electronics,443.47,2024-03-02,05a3b455-37fa-4e4a-8b4f-838afca05be2,Thomaston,Credit Card
156,2b80bd90-7f5d-4d99-a1af-8efc7f2df643,Electronics,347.8,2021-04-08,21e8aea1-4012-47d1-9590-56cb0c2ae6ea,Port Katherine,PayPal
157,59ea67ac-77dc-4f6a-8f68-dc32db281785,Clothing,330.41,2025-04-01,9ccaab47-a2b8-4d5c-a19d-e071b627dafa,East Sheilashire,PayPal
158,d91ba0fa-880d-4cd3-9a00-0df28f92a152,Books,230.4,2024-01-08,5502d603-8579-4a78-8de1-146375c893c4,Reynoldsville,Credit Card
159,56d55a35-68b0-4438-965e-c75b784f3746,Toys,113.36,2020-02-13,50eda49b-d8c8-4f8e-9d1a-f807e309f06d,West Williamside,Cash
160,8836d08b-e9b3-4610-a034-03d59e7b8ffb,Clothing,67.01,2021-06-17,aaaf5e39-9010-4f6d-b2ac-0c8cd2b2d5cd,Walkershire,Credit Card
161,d2ed5c51-2620-439f-b082-9401fa925d20,Toys,124.21,2023-12-23,3df74b3d-5b79-43c9-a5a9-7ae172bf94bb,Boydberg,Bank Transfer
162,4e1d5a9a-7a11-4e17-9d4b-77d90dbf97d4,Electronics,405.82,2024-08-27,12bec7dc-3ad2-41d3-a2e4-15bbf090706f,Frankfurt,Bank Transfer
163,6c13c17a-b7ea-454a-bdf2-40769cd24f83,Home,102.21,2024-11-03,ac655310-ce7c-4c36-85e4-16388b2ed369,Rayton,Credit Card
164,37d6799b-5df5-411b-880a-b083dea6522d,Home,418.76,2021-08-11,62990ad1-e990-4c84-b9f3-5915e4640700,Roblesburgh,Cash
